uuid,vin,make,model,mileage,price,creation_date,update_date,cositas,zip_code
dfdc5217-3ade-4a71-b1c3-b8caa95efa3c,JTDKN3DP9C3227855,Acura,ZDX,164,61498194.04,2/6/2021,6/8/2020,8/16/2020,49348-790
1d801361-82ba-4f7b-9acd-daaf22109c56,2G61N5S30D9016773,Honda,Civic,165,783462997.37,8/23/2020,2/7/2021,7/6/2020,54868-6299
a6336db5-d11c-4454-8f29-f83bd80cf442,19XFB4F2XDE759417,Acura,MDX,166,426052088.92,10/18/2020,3/25/2021,7/13/2020,0115-1317
523750a6-979f-4ad7-a2f5-0b66b00b0b78,WVWAB7AJ2CW445369,Ferrari,FF,167,195823530.08,9/18/2020,9/21/2020,1/14/2021,37000-149
1451d8ed-565a-4d7b-ac3b-bb16272a7618,WBAVC53507F174155,Isuzu,VehiCROSS,168,209066840.85,5/1/2020,12/11/2020,9/13/2020,53808-0882
fb5a732f-9844-41bc-8325-ba3d03abed09,WP0AA2A87AU153468,Mazda,MX-6,169,542061510.94,1/16/2021,10/2/2020,10/19/2020,43405-008
18c2cb70-4294-4826-be98-868c0690fe6a,WBAEV33424K006980,Oldsmobile,Bravada,170,921325238.5,7/29/2020,8/18/2020,1/8/2021,0944-3032
678984bb-c665-4de7-a4a6-ba79d443b6d4,JH4CU2F61AC925295,Ford,Falcon,171,155128396.06,4/10/2021,8/13/2020,2/13/2021,49738-150
a0a2ce59-57a7-4ae6-b466-a51496a13d67,JM1NC2EFXA0240339,Dodge,Ram Van 3500,172,988208570.91,5/14/2020,12/24/2020,2/8/2021,51079-277
5af30c68-9c83-4715-9675-d17c300ed26c,JTHDU1EF6B5130586,Aston Martin,V8 Vantage,173,976029754.81,3/9/2021,6/9/2020,7/26/2020,53208-428
a78369e9-5bc3-4f79-867e-f17dd36d8208,WAUPL68E15A442504,Kia,Soul,174,323077056.98,11/10/2020,5/23/2020,5/28/2020,60505-6094
98d68805-2279-4d50-911b-1ef808a26a40,WAUBF98E18A629054,Toyota,Land Cruiser,175,664320217.43,10/18/2020,12/17/2020,11/10/2020,35356-904
78697214-7b48-4a3d-b018-c5d4214494b2,1G6AT5SX0E0356087,Ford,E150,176,999778832.54,2/22/2021,6/11/2020,12/21/2020,62856-246
a7a188c9-a0d0-4165-a0cc-f6a3f358065e,SAJWA0E79D8592777,Hyundai,Azera,177,503022932.91,2/9/2021,6/16/2020,2/26/2021,55289-594
6150324a-c917-48ec-ac44-8f4430de3f89,4A31K5DF1CE324394,Lamborghini,Gallardo,178,48619484.88,12/22/2020,11/4/2020,9/23/2020,10631-285
01f91bed-8d64-4fd9-9236-2bc0371cf89d,2D4RN1AG9BR686268,Lincoln,Town Car,179,957614449.14,11/2/2020,1/20/2021,8/17/2020,55111-551
ad4734a1-c6d6-4330-91f5-cf9f45870e4b,WBAPK7G5XBN161364,Toyota,T100,180,814444507.36,4/27/2020,6/23/2020,9/3/2020,67296-0122
93e524d2-f6d7-4dc6-97b5-2199e7decb50,1FTEW1CF1FF252093,Toyota,Prius Plug-in Hybrid,181,656112935.88,7/11/2020,6/7/2020,11/8/2020,0641-6048
1a1cb310-c427-4a2d-9bba-e96aed3cf693,WBALW7C51CD344071,Mitsubishi,Pajero,182,619999431.55,6/1/2020,4/29/2020,5/9/2020,10096-0277
2f8d2436-f6d0-4f3d-86fa-c0dd271c216d,WA1VMAFE1ED406379,Hyundai,Azera,183,632186777.79,9/4/2020,1/27/2021,11/24/2020,50730-8328
38973484-2e97-4408-9ea2-604bbaca3b39,1HGCP2E88AA245483,Chrysler,Town & Country,184,696879417.79,8/3/2020,4/11/2021,3/7/2021,0025-1001
3498b3b1-56db-49d1-a06b-f431c98ed930,1FTEW1CM4BF440518,Nissan,Sentra,185,880752069.19,6/27/2020,10/27/2020,6/15/2020,0023-9350
9244c58d-4ca1-4208-8d79-e34234d4cf20,3N1CN7APXDL900645,Lincoln,Navigator,186,171924872.58,12/31/2020,9/12/2020,7/24/2020,41520-294
7b37b753-d76b-4c88-99a2-b1f50627fe38,3C4PDDBG6DT682590,GMC,Yukon XL 1500,187,823504966.03,9/12/2020,11/1/2020,4/21/2020,21695-262
a13695a6-052c-4c75-8de8-4b72b6642f5f,1G4PT5SV3F4941838,Pontiac,Sunbird,188,309941638.63,1/7/2021,4/24/2020,1/24/2021,68405-070
a8df02e8-8f9d-410f-b0e7-5281632f94ab,WAUDH78E28A395661,Toyota,Yaris,189,300369860.11,3/31/2021,7/31/2020,9/21/2020,57664-275
1bdec72a-268c-44db-b89d-6cfb0c230541,SAJWA4DC7BM587376,Mitsubishi,Montero Sport,190,519052841.63,1/8/2021,7/2/2020,4/20/2020,50730-8214
f2a71e60-0763-4fe8-a990-f403b91d316f,5TDDK3DC6FS571340,Mercury,Grand Marquis,191,344514366.2,2/4/2021,5/21/2020,10/15/2020,52125-245
474d8d52-c5df-4e55-89c6-2933a110bfee,WBY2Z2C53EV779243,Saturn,S-Series,192,727956160.14,3/8/2021,10/6/2020,10/10/2020,51079-735
52e82cac-bba2-41e8-905b-339808b50c3e,1FTEW1CW3AF523874,Toyota,Tacoma,193,983907066.07,8/7/2020,5/15/2020,11/30/2020,52083-620
1f35128f-a163-4b06-ad59-f63889fec3c8,19UYA42683A839502,Mitsubishi,L300,194,454899786.65,1/19/2021,6/13/2020,2/24/2021,28107-005
409c7b59-7319-4d6c-8541-76276edf50d7,1FTEW1C81FK546649,Chevrolet,Venture,195,797902335.9,9/14/2020,11/4/2020,6/26/2020,63629-4565
4f710dfb-7b12-494a-80f1-841410593f80,WVGEF9BP5DD902883,Subaru,Legacy,196,335501709.21,9/11/2020,11/2/2020,3/10/2021,57627-130
e3e312d1-38aa-4d59-9a0c-a5d1c2037e37,4A4AP3AU8FE890464,Toyota,Camry Hybrid,197,798728133.71,12/30/2020,1/23/2021,12/14/2020,37205-336
288f70dd-cbd2-4337-a8e1-23bee61ae958,WBABW53424P570594,Volvo,V40,198,693118498.05,12/13/2020,8/14/2020,11/26/2020,0363-0006
19f9c649-3786-45e4-95b3-a8e0b6fb4f30,WAULT64B74N705290,GMC,Sierra 2500,199,395102268.62,12/31/2020,6/28/2020,4/11/2021,0264-7635
1c865027-0a62-48d2-8bb9-44f725324adf,1J4RR4GG2BC389064,Buick,Riviera,200,214154028.09,1/28/2021,4/21/2020,9/22/2020,63868-249
413dacb9-bacb-4257-948a-57b7338a2f20,JN1CV6EK6DM268340,Mazda,Miata MX-5,201,234905433.35,4/26/2020,1/12/2021,8/29/2020,65923-077
997e1328-d75b-493e-a4f0-11da1fa89ceb,NM0AS8F74E1319501,Jeep,Wrangler,202,542889532.72,11/9/2020,8/5/2020,7/26/2020,0904-2056
6d1aa94a-ae5a-478b-ab85-8fed1dc22e46,1GD312CG4EF274834,Hyundai,Azera,203,692514799.3,3/10/2021,12/12/2020,10/4/2020,43386-510
f2da4456-f89f-479e-9fd7-c25f80eebb85,JTDKN3DP5F3695196,Volvo,S40,204,858066058.1,1/20/2021,9/6/2020,8/13/2020,30142-798
8886ae5c-6cb0-4985-97c7-a865c3bbfa78,1N6AA0EC6EN593231,Volkswagen,New Beetle,205,466317343.53,3/9/2021,12/13/2020,5/4/2020,68462-158
45076e3f-8f16-4e29-be23-a70d5cfd0a45,WBALM7C59EE749825,Lincoln,Town Car,206,207696206.55,11/20/2020,11/24/2020,6/16/2020,52125-239
970d950e-1c8b-4983-a261-b4ce870aa8cc,5N1AT2ML2EC085887,Lexus,GX,207,55920291.53,11/4/2020,5/31/2020,9/9/2020,53943-804
5f4559b6-44c2-4425-a61f-9063ac4cc3b9,1N4AL2AP1BC489289,Honda,Civic,208,272444920.71,1/29/2021,2/28/2021,10/25/2020,0555-0899
3cbfca4e-9a27-481b-917e-31b6290b6683,WA1LGAFE8DD087561,Toyota,Previa,209,382022779.34,9/13/2020,1/6/2021,11/20/2020,35000-876
ad7de9b9-7fbd-4818-9fe5-6a2116873d8e,4T1BK3DB3AU445726,Maybach,Landaulet,210,870868457.03,4/1/2021,12/24/2020,8/4/2020,55289-947
1b4d6549-a412-435d-abcc-7f348c487443,WBANF33536B821195,Hyundai,Elantra,211,763577004.85,11/16/2020,12/12/2020,1/2/2021,66116-359
97144235-b39e-49a0-8a52-124d0eaf811b,1D7RB1CT3BS988434,BMW,5 Series,212,85133307.46,4/14/2021,9/20/2020,12/20/2020,53877-005
f7af5d89-ef68-47bd-877e-330f3a997be1,JN1AZ4EH3DM478284,GMC,Sonoma,213,223381100.6,8/28/2020,10/18/2020,12/15/2020,0409-1849
09642244-eed3-4c74-ad9f-8ce85d8d1769,1FMJU1J55AE201222,Ford,Five Hundred,214,553467179.9,8/17/2020,3/1/2021,7/8/2020,65643-417
e69d89b7-ee34-4bf6-a09e-97079bbe082b,1GYEE637660213542,Volkswagen,Jetta,215,161286810.75,4/30/2020,6/27/2020,3/31/2021,44523-560
070361d0-6cf2-406e-aa6f-1b53136e4d8f,WA1YL54B54N781524,Lexus,LX,216,41907180.78,8/25/2020,5/4/2020,10/29/2020,36987-1636
fc26cdeb-1867-4261-9384-98e5f2fe4c85,WAUVVAFR0AA295032,Porsche,928,217,629448761.13,2/23/2021,9/2/2020,4/19/2020,53329-142
5d6fdcba-0086-4ae1-a4b1-b0f77d1dca4c,SCFBB04B18G949219,Chevrolet,Corvette,218,771409893.19,5/12/2020,3/29/2021,7/7/2020,66336-748
e04e4007-d123-4378-b454-7986bb0abc50,1GKS1FEJ1CR810431,Subaru,Outback,219,930065708.3,4/2/2021,5/26/2020,10/9/2020,63736-041
eec02ae3-1969-42d7-8c1d-f41a50d6a20a,1N4AB7AP7DN138524,Volkswagen,Jetta,220,351561781.18,4/6/2021,3/6/2021,10/1/2020,54838-559
e3e5ffef-e859-436b-ac0b-c1644f802909,2T1KE4EE7AC012708,Dodge,Intrepid,221,272894518.67,12/25/2020,10/17/2020,6/23/2020,43742-0494
e32e8365-1755-4d9d-8f60-3dec8b303391,WBA5M4C59ED694015,Lamborghini,Gallardo,222,636318006.23,12/9/2020,5/19/2020,12/15/2020,52682-024
aec1c7fa-45fd-4aae-8478-ee43a3070f6c,WAUMFAFR2FA540199,Ford,F150,223,330168192.86,11/24/2020,2/20/2021,11/26/2020,43419-714
413027f9-2c0a-470f-a63a-c5391008ba34,WAUAC48H94K372814,Pontiac,Grand Prix,224,546375831.58,10/29/2020,6/23/2020,2/10/2021,0904-7704
5e5b03a7-cbfe-4065-a05b-b508d8b58887,1FTWW3CY7AE382475,Hyundai,Sonata,225,684481493.99,8/9/2020,8/3/2020,4/22/2020,65133-120
e8dd9871-f206-4624-8dbd-c9638ebb06da,WAUWGAFB0AN437423,GMC,Sierra 3500,226,381073131.83,9/29/2020,1/24/2021,9/8/2020,59702-674
ba9e5852-35cc-4d5a-9103-bae32f93def9,WDDEJ7EB2BA578738,Volkswagen,Jetta III,227,407725190.27,12/23/2020,6/14/2020,8/31/2020,55154-9383
b03f67c3-9d66-4313-a7b3-590b55c7fdf9,1G6KD57Y58U523477,Audi,A4,228,368972092.39,2/22/2021,2/7/2021,3/10/2021,68151-1742
e5391225-7f7a-4901-b26a-de924cf0f142,1G6DV5EPXC0684021,BMW,M3,229,577946756.67,7/31/2020,6/24/2020,11/15/2020,68703-123
5f7d75d1-3276-4f88-abf6-33d52c4267d7,5GAKVDED4CJ690963,Jeep,Liberty,230,171131616.78,11/11/2020,10/19/2020,1/16/2021,0781-5408
a172b4c9-e923-4dc3-b5e5-416930104194,WAUGL78E48A076936,Buick,Coachbuilder,231,279562669.91,7/9/2020,9/2/2020,3/1/2021,57664-634
fa58fed9-a73f-4c4c-b262-03fe6af63a1a,SCFAB02E59G541946,BMW,7 Series,232,846674135.76,5/3/2020,9/13/2020,4/15/2021,63824-342
ccaca8e3-8ba9-40cc-b715-cd247fcfb23b,WBABS33472P874744,Volvo,V40,233,491375104.84,12/17/2020,12/1/2020,12/22/2020,62670-4801
8565321f-3c2b-4a12-875c-aa949369fc4c,KNADM5A3XD6792475,Dodge,Durango,234,719494627.88,7/24/2020,8/15/2020,3/10/2021,68105-005
e54e32e8-8cfc-41e9-96ab-89967bdfcb0d,3GYFNJE32DS096033,Cadillac,CTS-V,235,225016728.42,2/9/2021,4/20/2020,11/19/2020,68258-3981
fa77c88e-d5e7-436d-96f9-347dd3907b8c,WBSBR93472E110625,Mercury,Cougar,236,812303764.09,3/31/2021,11/15/2020,12/7/2020,0904-6074
ccf9af7e-b826-482e-9c52-5e5e4bd37e3b,1N6AD0CU3AC208006,Scion,xD,237,881850252.16,12/25/2020,3/22/2021,3/21/2021,0462-0293
5d84f445-a97e-432a-b6e3-5f24545ad2ff,WAUDL94F45N022389,Land Rover,Range Rover,238,650114255.77,5/7/2020,5/10/2020,10/23/2020,54868-0116
72950a15-e046-4e14-9ba9-47f55af4b656,1N6AF0LX7FN648052,Cadillac,Eldorado,239,435591369.88,7/17/2020,3/14/2021,5/13/2020,63304-214
346e1900-682a-4788-a1d4-ee40f87176b8,2C4RDGEG6CR831877,MINI,Cooper Countryman,240,618003848.43,1/1/2021,9/1/2020,2/9/2021,0043-6296
36e1673a-fbc4-4aef-a21e-a96c91b2730d,WAULT58E95A149958,BMW,760,241,680982962.81,10/22/2020,10/7/2020,7/17/2020,62011-0147
c1675613-06f1-42d8-98a4-5f515752b6bc,YV1672MK6D2287393,Ford,Bronco II,242,515228578.04,3/22/2021,9/5/2020,4/21/2020,76325-100
ba7d3f5e-c74a-402d-9aa3-6a130ec100ef,WA1VMBFE7AD022221,Kia,Rondo,243,706967450.28,6/29/2020,3/6/2021,4/27/2020,15127-965
a9fcbd19-990d-45f2-b446-3423bc8f6f68,2G61T5S37E9975076,Mitsubishi,Mirage,244,594180885.32,1/5/2021,6/16/2020,2/9/2021,64117-958
f968e73b-4a7a-4da8-87de-069b32b63fc0,3VW1K7AJ2CM640546,Mercedes-Benz,E-Class,245,685700790.56,2/10/2021,12/23/2020,3/3/2021,17478-503
a61656f6-6bce-45fa-9ca3-30f0a3829501,WBAWB33567P954764,GMC,Sierra 1500,246,104824556.03,1/26/2021,4/8/2021,6/2/2020,49715-001
794b741d-3bcb-4b09-b65d-b2ecb0f34603,WAUNG74FX9N010797,Kia,Spectra,247,208406920.63,10/8/2020,3/2/2021,4/13/2021,50845-0131
64ccc224-a05b-4846-924a-2cbdd954dd0e,WAULF78K69N129965,Aston Martin,V12 Vantage,248,440412350.5,7/20/2020,5/18/2020,3/18/2021,63739-356
f5f0d871-33d7-448c-9827-df0a88db1d04,WVGEG9BP4DD414036,Hummer,H3,249,652235051.5,8/10/2020,12/22/2020,4/21/2020,50845-0169
8b752bb3-d1c0-4629-a14e-a7a1a0285359,JM1NC2EF2A0082997,Toyota,Celica,250,619914881.92,5/14/2020,10/17/2020,12/28/2020,57520-0003
05dfa4fe-20ca-403e-a025-1247ec97e8f1,1FTSW3B53AE705653,Honda,Pilot,251,848225658.17,8/25/2020,2/11/2021,2/12/2021,43742-0513
d1c575e8-b8d1-4e82-acd9-fda8fd5a451e,KL4CJHSB3EB042501,Mitsubishi,GTO,252,884912326.77,3/17/2021,8/21/2020,8/31/2020,55878-106
a26bd3b5-efae-4572-b459-778c810870e4,WAUMR44E06N803565,Land Rover,Freelander,253,472880496.19,6/5/2020,12/27/2020,1/7/2021,41520-143
bd17de17-2115-47ae-ad62-1378d88044d4,5YMGY0C58D0071300,GMC,1500 Club Coupe,254,641023193.41,8/18/2020,7/12/2020,11/3/2020,37000-317
f8f87c3e-e6b5-416d-9299-54f8c154b73b,1FTWX3B51AE597757,Ford,Econoline E250,255,955062430.47,9/9/2020,3/20/2021,2/23/2021,0363-4660
9fd429b7-a8f2-4e6f-b283-714289a2e092,WBAHN03597D261753,Bentley,Azure,256,333390116.71,2/18/2021,8/13/2020,4/10/2021,20276-166
c7e89c1e-7c23-448b-a95f-ef0e0a47581f,4T1BF3EKXBU380149,Subaru,Alcyone SVX,257,15590490.74,11/10/2020,2/23/2021,7/24/2020,67296-0315
91fd2ec5-aea8-4796-9c01-904517b675b5,1GYS4HEF5BR938657,Buick,Roadmaster,258,354167143.9,7/5/2020,12/18/2020,5/22/2020,54868-5226
b0e387f3-2c5e-4e87-98f5-49a392612de8,WBAEN33463E658871,Cadillac,STS-V,259,641014361.63,2/6/2021,4/2/2021,9/19/2020,0268-0630
eb8093e1-ced0-4b31-a10c-c9c6b554cfd5,3VW4A7AT3DM506924,Suzuki,Kizashi,260,546062623.75,8/23/2020,1/3/2021,1/17/2021,36987-1249
eeaf1291-a2d5-468f-8b1e-3a8941c12799,WBANB53526C928210,Alfa Romeo,Spider,261,23489229.15,5/7/2020,3/15/2021,1/17/2021,49348-197
5f01f24a-7130-4ee0-a2e5-03b4ba4f467b,1GYS4BKJ8FR337268,Pontiac,Trans Sport,262,659289794.92,8/18/2020,6/15/2020,2/24/2021,0228-3092
6f77c9da-448f-48bd-95de-dbec808eb075,SCFAB02E69G014417,Hummer,H1,263,596464397.26,6/12/2020,8/10/2020,9/6/2020,63736-915
52a21319-ea74-4797-9eb1-da1b44a77d66,3C6JD6BP1CG200169,Dodge,Avenger,264,60066673.82,12/12/2020,4/12/2021,9/29/2020,51079-034
36b5dffd-dcd8-4b32-be6b-46ae774fd4a1,1G6DP577560408552,Volkswagen,Passat,265,377025538.39,9/18/2020,11/26/2020,10/7/2020,57337-061
6e5cf54c-6753-4e80-98b5-ecf8fc011b10,WBAPK5G52BN129822,Toyota,Corolla,266,369414663.98,7/24/2020,6/2/2020,8/19/2020,41415-047
cd032b9d-aa95-4e6d-ada9-8cb0308032cc,WAUSFAFL3BA386762,Chevrolet,S10,267,314683596.47,9/15/2020,3/10/2021,12/27/2020,0535-0011
bca725ea-ee7b-421d-871e-3796afd1bbed,WAUKF98E35A537665,Mercedes-Benz,W126,268,60960413.89,1/17/2021,10/19/2020,2/4/2021,62750-043
be5176bb-2ac4-46ba-93d1-910023bd6ccd,3D7LT2ET8BG084219,Dodge,Charger,269,801289860.26,6/17/2020,8/17/2020,5/10/2020,54868-6044
49c54d17-d6bf-47cc-97e6-fe91cf72e5bf,5N1AR2MM9FC418806,Infiniti,G25,270,381186683.41,11/25/2020,5/17/2020,7/7/2020,49884-311
7c050041-1251-47a9-853c-ab0f2ae61228,1G6AJ1R35F0875414,Land Rover,Sterling,271,917555912.57,4/3/2021,12/23/2020,12/17/2020,55319-440
09a8c1b4-f7d5-4365-8561-e86420b9584e,WBAKF3C56CJ271365,Suzuki,Esteem,272,488046058.36,7/25/2020,11/18/2020,2/1/2021,52125-384
a9cce4f2-c440-41c6-b2ab-45b2c3d54f32,4T1BK3DB7CU665986,Aston Martin,V8 Vantage,273,69934794.14,12/23/2020,7/10/2020,2/17/2021,0093-0319
7d2bc4ed-83a0-4509-9897-a02c92902fb5,1N4CL2AP6BC481407,Lotus,Elise,274,76585824.0,7/30/2020,6/10/2020,11/18/2020,0179-0055
0fa303c2-aa2f-4fa3-9785-f6f10297721f,1G4GG5G37CF691404,Infiniti,JX,275,926930428.09,11/20/2020,5/10/2020,9/29/2020,0573-2400
7b7171b1-afc8-4103-8f79-6a1b0d8488fb,3C63D3FL0CG981233,Mitsubishi,3000GT,276,738015404.43,2/19/2021,6/16/2020,4/21/2020,64679-783
4c1ca01c-d374-4b82-855d-6637172e5aff,WBANV93578C590305,Toyota,Tacoma Xtra,277,423030238.59,7/4/2020,1/8/2021,7/11/2020,36987-2613
07fa51f6-0d90-4b17-8a21-fb7e438f7743,WAUDFAFC3FN161619,Aston Martin,DB9,278,71700224.97,12/30/2020,6/3/2020,7/13/2020,0378-6045
0fb06c5b-e71a-4c56-8e8d-31019b223c83,1GYS3HEFXBR701696,Mitsubishi,Galant,279,504173098.7,12/1/2020,12/20/2020,3/23/2021,67777-160
7f925ad3-a30f-4594-b4ed-9f8f0326a0af,WAUUL98E18A716549,Cadillac,Escalade,280,183826286.74,1/19/2021,9/8/2020,12/12/2020,10702-009
c1d0e67b-12bb-43f0-8536-bed4c052720b,1GYUCGEF4AR003571,Kia,Sedona,281,91836884.3,11/13/2020,4/12/2021,1/9/2021,68084-833
72d60e73-d446-4dbf-a089-1b89119ea967,4T1BF3EK7AU861149,Ford,Ranger,282,437312349.12,4/11/2021,5/4/2020,12/15/2020,21695-843
a96c8e21-a181-4a4d-a53c-ed25f5b7e60c,WBADW7C54CE497946,Lexus,ES,283,923564423.55,1/20/2021,3/12/2021,7/29/2020,66593-3125
e72ea48b-026b-421d-8aa4-cb1364bf60f3,3D73Y3HL7AG662411,Chrysler,Concorde,284,120040668.85,9/22/2020,9/17/2020,12/23/2020,51785-445
e322ed6f-c272-423b-910f-417e6ef2759e,WBAKX6C59CC135413,Saturn,VUE,285,819555606.64,11/9/2020,3/3/2021,4/27/2020,55319-532
fb7471ee-f7fe-444a-9156-785e14710ab0,JTDKN3DU9F0955025,Honda,Civic Si,286,245942984.4,8/7/2020,5/26/2020,9/19/2020,55138-007
cea58080-d825-4352-b8aa-44bf12e91904,1GYS3FEJ9BR415153,Jeep,Liberty,287,779290474.47,8/27/2020,3/10/2021,12/16/2020,16571-202
606bc821-60d5-4d65-b532-1b4cc65f45b5,3N1CE2CP3FL823507,Mercedes-Benz,400E,288,684191156.53,7/31/2020,10/5/2020,12/23/2020,43617-3416
dbf6cd89-0151-4596-813e-4c6f8050df1f,3C6JD6DT6CG307759,Volkswagen,rio,289,152838998.64,1/30/2021,7/8/2020,6/17/2020,11819-282
d7adbfd0-fe55-4f2c-befb-831dd64e775c,5GAKRCKD8FJ714799,GMC,Sonoma,290,463734175.48,1/9/2021,10/12/2020,7/16/2020,0573-0179
afc8db99-9c28-4c51-8944-468dd33b2214,SCBGU3ZA3DC624317,Ford,LTD Crown Victoria,291,46160769.08,11/14/2020,5/14/2020,5/25/2020,54868-4654
c470cc6e-2022-429c-b8c6-be9e75c4e0ec,SCFEBBBK0BG585507,Pontiac,Chevette,292,80359468.75,8/3/2020,8/22/2020,7/30/2020,0268-6306
fc8dee5d-b2f5-4f1c-87e7-c16e182b0f37,1FBAX2CM7FK316780,Toyota,Avalon,293,443643237.05,5/6/2020,4/2/2021,1/26/2021,37012-098
c030ec05-feb1-4f9d-8626-a6b527aea6c4,4T1BK3DB5BU993602,Dodge,Ram Van 1500,294,305011955.3,10/8/2020,2/13/2021,4/9/2021,59630-205
3c46b54d-1ebe-4c49-8f15-231fcf28c029,SCBBR9ZAXCC769898,Chevrolet,Express 3500,295,340899173.15,2/5/2021,7/17/2020,2/7/2021,54868-4665
41a78fc1-d3a4-4693-95b6-73959c7c8a0e,5N1AT2MK6EC817977,Chevrolet,Astro,296,156040121.95,8/25/2020,9/15/2020,3/18/2021,43353-290
d883a0c4-910b-45fb-9044-5e5d2b046a82,5BZAF0AA5EN391599,BMW,Z3,297,495345438.59,3/25/2021,5/3/2020,6/5/2020,49789-030
3a95bd2f-8e93-44bf-99dd-a8a422b9995c,1FMJK1H56CE620128,Mazda,MX-3,298,211065065.44,11/10/2020,7/14/2020,11/5/2020,17312-002
9f3baf23-7ab0-4025-ba6e-9c1e9a1b1f57,WAUDGAFL2DA894584,Mitsubishi,Challenger,299,173641789.14,4/13/2021,7/26/2020,10/23/2020,65841-735
6550b826-1f35-46b1-a672-32f0fece168b,2C3CDYBTXEH444033,Oldsmobile,Toronado,300,656549971.19,5/19/2020,9/17/2020,7/13/2020,0603-4992
8db858e5-382b-47c8-9973-b65800d6c113,3C63DPHL1CG811158,Cadillac,DeVille,301,731734031.06,8/14/2020,3/12/2021,11/2/2020,47918-008
32fbd084-d71d-4227-8681-5175266cd004,JH4KC1F97FC948395,Nissan,Titan,302,769534267.53,8/11/2020,10/25/2020,4/19/2020,51191-3016
536bcfc2-90df-4de4-a372-abd9fa211dc5,1B3CB1HA0BD836365,Pontiac,Firebird,303,33972495.28,2/22/2021,4/19/2020,7/5/2020,49348-001
e26cc907-a91d-4a2c-8f57-94ce3bffc92e,WAUDG98E06A794046,Oldsmobile,Intrigue,304,136705004.75,5/9/2020,4/2/2021,6/6/2020,67457-395
f2b80c64-0bf4-4765-b615-1caf16025d76,JN1CV6APXAM454427,Chevrolet,Silverado,305,72860619.47,2/19/2021,1/31/2021,4/3/2021,49527-801
8c109938-273e-4a8d-b678-f93a0c3690a3,WAUDK78T48A213717,Panoz,Esperante,306,938069716.49,3/20/2021,11/1/2020,4/17/2020,57955-2071
6b4e48b0-746b-42c0-bee6-a69989c413da,WA1CV94L07D202924,Mazda,Protege,307,367638905.01,8/24/2020,1/25/2021,11/21/2020,52125-082
bfbe6554-3b99-4a19-a8ed-45b0a2461c9e,1FTWW3A51AE023809,GMC,Sierra 1500,308,835562809.56,9/18/2020,3/22/2021,6/29/2020,67510-0503
0f554903-bcc3-4c4d-b845-5048b4de5f58,1N4AB7AP9DN445242,BMW,3 Series,309,640617072.9,9/12/2020,11/8/2020,2/10/2021,16781-404
f6ac4394-4df0-4dac-92d7-d23e394989f7,1FTMF1EW1AK966959,Plymouth,Prowler,310,311848490.25,2/1/2021,10/10/2020,4/16/2021,53675-100
b9e09231-036d-46b9-81dd-d729dce0575d,WBANW5C58AC110574,Toyota,Highlander,311,894685339.37,9/24/2020,9/22/2020,6/20/2020,58232-9916
013f9987-7065-4ca3-9684-0239bea67f92,WAUDFAFC6CN403346,Honda,Ridgeline,312,714150979.9,3/2/2021,12/13/2020,3/16/2021,42507-046
3a8c9e9d-9166-46af-81fb-d0b7f23731ba,2C3CDXCT1EH201834,Nissan,Quest,313,315240254.96,5/23/2020,11/13/2020,11/14/2020,0781-3168
acdc868e-9b35-4110-82d8-02a7997b9f7f,2C3CDYAG5CH301377,Volkswagen,Fox,314,726866204.79,11/29/2020,8/22/2020,6/13/2020,49288-0659
94e07aa1-a077-4865-8c32-3dff56d71ff2,WP1AB2A24FL044628,Chevrolet,Colorado,315,190126913.56,3/9/2021,11/16/2020,4/17/2020,43742-0250
3b18dca4-22e1-4c64-bcce-97b20dc1981e,WBAUN7C56BV583972,Dodge,Magnum,316,129941139.11,1/7/2021,9/9/2020,2/15/2021,10544-297
fcc028f6-a54c-4a78-bc5c-711d4d5badb1,2B3CL3CG2BH221811,Buick,Century,317,979405966.1,3/9/2021,4/15/2021,5/23/2020,31645-171
8aa03d91-76e1-46bb-ae81-4cb1e09b487f,3D7TT2CT6BG667357,Saab,9-5,318,286136711.34,1/25/2021,7/3/2020,2/6/2021,24451-788
80b171a9-7a65-4987-9ab0-b55e594706e8,1C4AJWAG3FL544385,Honda,Accord,319,357161599.8,11/29/2020,2/2/2021,11/7/2020,0363-0706
7ed216ba-fcbd-4d13-a125-672bd96e3714,SCBGT3ZA3DC087693,Ford,Mustang,320,582882412.64,1/21/2021,1/31/2021,7/13/2020,63354-031
c5116abc-08f7-4236-b1e2-1b5ba39060ef,KNAFX5A83E5966745,Mercedes-Benz,SLK-Class,321,977285034.95,8/18/2020,4/5/2021,3/22/2021,36800-886
a903e286-cc81-472f-8581-657763f42447,WBA3V7C59EP310531,Mercedes-Benz,C-Class,322,513113390.34,9/30/2020,4/3/2021,1/19/2021,21695-167
e4518de3-fde7-4162-ae52-c3894622baf4,2C3CCAST6CH315102,Chevrolet,Citation,323,441136448.42,9/18/2020,6/24/2020,10/13/2020,54569-2215
2daf3e7f-073b-4523-8eb6-5ce511124ff6,1G4HK5ES0BU523871,Dodge,Durango,324,368961236.25,1/26/2021,5/31/2020,5/11/2020,0173-0643
c7890f9d-6deb-4a8b-936a-7f86d8327b5f,1G6DP8EVXA0920271,Ford,Windstar,325,328391574.98,10/30/2020,9/24/2020,4/28/2020,48664-001
5b5b966d-b8d5-4f3d-ab03-572da2da63d0,JHMZE2H34CS024747,GMC,Sierra 2500,326,478174311.48,8/19/2020,3/31/2021,8/22/2020,0078-0383
